sale_code,items,prediction
583552,"['7899706203685', '7896423420180', '7899706203715', '7899706203777', '1111111111111A']","['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '7898087700110', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639', '78939318', '7891000248768']"
583566,"['7896094903272', '7898647925991', '7898958060855', '7896714207551', '7895800309780']","['7896094921979', '0000023384248', '7896714213736', '7898087700110', '7891058002961']"
583572,"['8903855062822', '78939301']","['7896094922105', '7891058002916', '78939318', '7896714213736']"
583577,['7891058002961'],"['7896714207551', '7896714213736']"
583580,"['7898585292353', '7509546672298', '7896714213736']","['7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110']"
583581,['7896222720863'],"['7896253900913', '7896523200576', '1111111111111A', '7891317422028', '7898087700110', '7896663325115', '7891000107836', '78900776', '7896641813146', '7896658005121', '7908007905478', '7896112127390']"
583586,['7896523200576'],"['1111111111111A', '7891317422028', '0000023384248', '7896714213736', '7896222720863', '7897780203126', '7896004713342', '7891010246952', '7896023732935', '7896523216447', '7896006207290', '78906884', '7898716450331', '7896006229964']"
583595,"['7894900180503', '7892840120214']","['7898087700127', '7891000107836']"
583599,['7891058002916'],"['7891800341997', '7896006234067', '7895144603087', '7896015511159', '7891721201806', '7896641810695', '7896094912977', '7891317422028', '0000023384248', '7898087700110', '7896622305875', '7891106004213', '7898148294121', '7896422504492', '7896641810244', '7891268187144', '7896714218267', '7891010974930', '7896004703398', '78939301', '7896422504386', '7891058022822', '78911222', '7891106913997', '7896094903104', '7891317427542', '7896423481853', '7894900010015', '7891142201676', '7896094904330']"
583603,"['0000023384248', '7793100130243', '7896658028311', '7896637032544', '7893454714325']","['7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
583620,['7895296105040'],"['7891000062760', '7896004703398', '7896094910683', '7896094999985']"
583628,"['7896714231143', '7896094917835', '7896512949417', '7896512904621', '7896658030284', '7500435127370', '7896006229971', '7898040329655', '7896015518875']","['7891151034494', '7896262304351', '7896111954478', '7622210570086', '7896523227573', '7896138700386', '7622210570116']"
583631,['7891317422028'],"['78915398', '7891000460207', '7891058017507', '7891024132005', '7896523200576', '7896138700515', '7896222720863', '7896641810695', '7891058002916', '7896262304351', '7896212478750', '7891317001636', '0000023384248', '7896714213736', '7898087700110', '7891317450359', '7896004703398', '7896004715049', '7896006216766', '7896004812168', '7896138700386', '7896006216544']"
583640,['1111111111111A'],"['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '7898087700110', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639']"
583646,"['7891142115126', '1111111111111A']","['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '7898087700110', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639']"
583650,"['7891106001946', '7891317427542']","['7896714211978', '7896112149460', '7891058002657', '7891317127404', '7891058002916', '0000023384248']"
583651,"['7896523202822', '7891317478810']","['7896015560300', '0000023384248', '7896472513284']"
583662,"['7908134200040', '7896213306076', '7891317450359']","['7891317422028', '7896714213736', '7896004703398']"
583668,"['7891317422028', '7896004758275']","['78915398', '7891000460207', '7891058017507', '7891024132005', '7896523200576', '7896138700515', '7896222720863', '7896641810695', '7891058002916', '7896262304351', '7896212478750', '7891317001636', '0000023384248', '7896714213736', '7898087700110', '7891317450359', '7896004703398', '7896004715049', '7896006216766', '7896004812168', '7896138700386', '7896006216544']"
583677,['7896004703398'],"['7896641810695', '7896212478750', '7896422504492', '7896422520980', '7891010974930', '7891058002916', '7891317422028', '7898087700110', '7893736010053', '7896213306076', '7895296105040', '7896094999985', '7891317127800']"
583680,"['7896004703398', '7891317422028']","['78915398', '7891000460207', '7891058017507', '7891024132005', '7896523200576', '7896138700515', '7896222720863', '7896641810695', '7891058002916', '7896262304351', '7896212478750', '7891317001636', '0000023384248', '7896714213736', '7898087700110', '7891317450359', '7896004715049', '7896006216766', '7896004812168', '7896138700386', '7896006216544', '7896422504492', '7896422520980', '7891010974930', '7893736010053', '7896213306076', '7895296105040', '7896094999985', '7891317127800']"
583697,"['7896138700515', '7898932370727']","['7896138700386', '7891317422028', '7896641810244', '7898060099965', '7897322709376', '7891463000408', '7896138700614', '7896094211025']"
583700,['7896523227573'],"['78900806', '7896714231143', '7896006284369', '7891010986155']"
583701,['7898039563732'],"['7898039564968', '7898039565453', '7909690729426', '7891317002503', '7896422504454', '5702191025637', '7891024174180', '7891317002497', '7891010781668', '7896061995477', '7891010036478', '7908414448643']"
583702,"['7891800000665', '7898060099965', '7891040211524']","['7891800001747', '7898415822019', '7896138700515', '7898125712174', '7891800364880', '7891800364958', '7891800364798', '7891800000689']"
583703,"['7896212414468', '7898087700110']","['7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174']"
583708,"['7896222720863', '7897799802464']","['7898087700110', '7896253900913', '7896523200576', '1111111111111A', '7891317422028', '7896663325115', '7891000107836', '78900776', '7896641813146', '7896658005121', '7908007905478', '7896112127390']"
583709,"['7896523202822', '7896472513284']","['7896015560300', '0000023384248']"
583717,"['7896006216568', '78939301']","['7896094922105', '7891058002916', '78939318', '7896714213736']"
583722,"['7896422507158', '7898087700110', '7622210564313']","['7622210564337', '7898916464091', '7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174']"
583724,"['7896138700515', '7891000287736', '7898029550063', '7612412422429']","['7891317422028', '7896641810244', '7898060099965', '7897322709376', '7891463000408', '7896138700614', '7896094211025']"
583730,"['7896548198957', '78938816', '78938830', '7622300847791', '300653144978']","['78938793', '7622210696922', '7898959897238', '78938823', '78938878', '7891268400014', '7897517903916']"
583734,"['1234564A', '7891800644470', '7898943044563', '7896094922105', '7891010245337', '7898927980740']","['7891800341997', '78939301', '7898125712174']"
583735,['7896222720863'],"['7896253900913', '7896523200576', '1111111111111A', '7891317422028', '7898087700110', '7896663325115', '7891000107836', '78900776', '7896641813146', '7896658005121', '7908007905478', '7896112127390']"
583737,"['7896523224459', '7891317477592']",[]
583751,"['7896007550890', '736532316066', '7898959897238', '7896138700386']","['7898932370734', '7898415822019', '7622300988470', '7891058464073', '7898932370727', '7896548113059', '7891000097649', '7898950928511', '7891463000408', '7896212428861', '7896714231143', '7891463000378', '1111111111111A', '7891317422028', '7898087700110', '7896523223223', '7891010589639', '0000023384248', '7891010249908', '7891317120863', '1220000290068', '7896641810244', '7897572001923', '7891010032906', '7898039564975', '7896004769660', '7500435106658', '7896138700072', '7622210564337', '78938816', '7898039566290', '7891106908221']"
583753,['7891058002916'],"['7891800341997', '7896006234067', '7895144603087', '7896015511159', '7891721201806', '7896641810695', '7896094912977', '7891317422028', '0000023384248', '7898087700110', '7896622305875', '7891106004213', '7898148294121', '7896422504492', '7896641810244', '7891268187144', '7896714218267', '7891010974930', '7896004703398', '78939301', '7896422504386', '7891058022822', '78911222', '7891106913997', '7896094903104', '7891317427542', '7896423481853', '7894900010015', '7891142201676', '7896094904330']"
583757,['7896714231143'],"['7891151034494', '7896262304351', '7896111954478', '7622210570086', '7896523227573', '7896138700386', '7622210570116']"
583758,"['7897169207233', '1111111111111A']","['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '7898087700110', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639']"
583762,"['7898647920163', '7898958060855', '7896658001918', '7896094903289']","['7896094912977', '7896015511166', '7897512900811', '7896641810244', '7896641804465', '7896015518479', '7896094903104']"
583768,"['1000', '7896422504133', '7896026170482', '7896004712147', '1111111111111A']","['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '7898087700110', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639']"
583774,"['7898048204701', '78938878', '7897309408421', '8410525159619', '7898934595463', '7892840215217', '7891151030656', '78938830']","['7891151034494', '78938823', '78938793', '7891268400014', '78938816', '7897517903916']"
